source,target,Year,paper_community,weight,paper_community_n,year_r,rank
397,2564,2021,0.0,0.816596269607544,PAHs,41,1
397,3244,2021,0.0,0.8110536336898804,PAHs,41,1
397,2177,2021,0.0,0.8085479736328125,PAHs,41,1
397,1586,2021,0.0,0.8083021640777588,PAHs,41,1
397,941,2021,0.0,0.8072681427001953,PAHs,41,1
397,2570,2021,0.0,0.8068361282348633,PAHs,41,1
397,1209,2021,0.0,0.8063535690307617,PAHs,41,1
397,1736,2021,0.0,0.8026706576347351,PAHs,41,1
397,3615,2021,0.0,0.8015974164009094,PAHs,41,1
397,1066,2021,0.0,0.8006254434585571,PAHs,41,1
399,189,2021,17.0,0.8153215646743774,17.0,41,1
399,91,2021,17.0,0.8023609519004822,17.0,41,1
404,364,2021,36.0,0.8172039985656738,36.0,41,1
410,1047,2021,39.0,0.8609863519668579,39.0,41,1
413,1247,2021,40.0,0.8075430989265442,40.0,41,1
415,3594,2021,41.0,0.8179965615272522,41.0,41,1
424,2091,2021,28.0,0.8041731715202332,"PFAAs, PFCs, PFBA, PFOA",41,1
427,212,2021,31.0,0.8439631462097168,31.0,41,1
427,1267,2021,31.0,0.8372450470924377,31.0,41,1
436,1750,2021,3.0,0.8189313411712646,"Context, tools, modelling, and indicators for IS",41,1
436,2344,2021,3.0,0.8172422051429749,"Context, tools, modelling, and indicators for IS",41,1
436,1733,2021,3.0,0.810029923915863,"Context, tools, modelling, and indicators for IS",41,1
436,117,2021,3.0,0.8090397715568542,"Context, tools, modelling, and indicators for IS",41,1
436,2678,2021,3.0,0.8012065887451172,"Context, tools, modelling, and indicators for IS",41,1
445,4,2021,2.0,0.8210463523864746,2.0,41,1
445,779,2021,2.0,0.8006348609924316,2.0,41,1
448,17,2021,6.0,0.8064180612564087,6.0,41,1
464,158,2021,26.0,0.8375000953674316,26.0,41,1
474,2069,2021,28.0,0.8102434873580933,"PFAAs, PFCs, PFBA, PFOA",41,1
474,1541,2021,28.0,0.8093705773353577,"PFAAs, PFCs, PFBA, PFOA",41,1
474,727,2021,28.0,0.8089150190353394,"PFAAs, PFCs, PFBA, PFOA",41,1
476,1529,2021,11.0,0.8829754590988159,Cancer risk,41,1
476,1823,2021,11.0,0.8285460472106934,Cancer risk,41,1
476,1976,2021,11.0,0.8143823146820068,Cancer risk,41,1
476,3455,2021,11.0,0.8034534454345703,Cancer risk,41,1
478,1158,2021,0.0,0.903818130493164,PAHs,41,1
478,1109,2021,0.0,0.8938729166984558,PAHs,41,1
478,1450,2021,0.0,0.8903619647026062,PAHs,41,1
478,3396,2021,0.0,0.8833675384521484,PAHs,41,1
478,2121,2021,0.0,0.882203221321106,PAHs,41,1
478,1748,2021,0.0,0.8769519329071045,PAHs,41,1
478,1736,2021,0.0,0.876308798789978,PAHs,41,1
478,3244,2021,0.0,0.8740432858467102,PAHs,41,1
478,1586,2021,0.0,0.8731199502944946,PAHs,41,1
478,3615,2021,0.0,0.8728752136230469,PAHs,41,1
478,666,2021,0.0,0.8653709888458252,PAHs,41,1
478,941,2021,0.0,0.8632043600082397,PAHs,41,1
478,2786,2021,0.0,0.8620365262031555,PAHs,41,1
478,506,2021,0.0,0.8581002354621887,PAHs,41,1
478,2960,2021,0.0,0.8580283522605896,PAHs,41,1
478,3756,2021,0.0,0.8575270175933838,PAHs,41,1
478,1054,2021,0.0,0.8560705184936523,PAHs,41,1
478,2570,2021,0.0,0.8559481501579285,PAHs,41,1
478,1066,2021,0.0,0.8531327247619629,PAHs,41,1
478,3611,2021,0.0,0.8447513580322266,PAHs,41,1
478,2177,2021,0.0,0.844362735748291,PAHs,41,1
478,3,2021,0.0,0.8436942100524902,PAHs,41,1
478,2668,2021,0.0,0.8401497602462769,PAHs,41,1
478,1924,2021,0.0,0.840045690536499,PAHs,41,1
478,840,2021,0.0,0.8345738649368286,PAHs,41,1
478,2837,2021,0.0,0.8344694375991821,PAHs,41,1
478,3152,2021,0.0,0.8339141607284546,PAHs,41,1
478,821,2021,0.0,0.8284869194030762,PAHs,41,1
478,1578,2021,0.0,0.828101634979248,PAHs,41,1
478,1447,2021,0.0,0.8277789354324341,PAHs,41,1
478,397,2021,0.0,0.8266803026199341,PAHs,41,1
478,1209,2021,0.0,0.824205219745636,PAHs,41,1
478,1223,2021,0.0,0.8223394751548767,PAHs,41,1
478,3212,2021,0.0,0.8214071393013,PAHs,41,1
478,3141,2021,0.0,0.8201681971549988,PAHs,41,1
478,2085,2021,0.0,0.8198832869529724,PAHs,41,1
478,1972,2021,0.0,0.8184581398963928,PAHs,41,1
478,1107,2021,0.0,0.8174589276313782,PAHs,41,1
478,2564,2021,0.0,0.8165937662124634,PAHs,41,1
478,3196,2021,0.0,0.8165889382362366,PAHs,41,1
478,2676,2021,0.0,0.8149329423904419,PAHs,41,1
478,1101,2021,0.0,0.8131455779075623,PAHs,41,1
478,814,2021,0.0,0.8120324611663818,PAHs,41,1
478,2487,2021,0.0,0.8103243112564087,PAHs,41,1
478,2989,2021,0.0,0.8078568577766418,PAHs,41,1
478,3339,2021,0.0,0.807379961013794,PAHs,41,1
478,3752,2021,0.0,0.8057294487953186,PAHs,41,1
478,267,2021,0.0,0.8023215532302856,PAHs,41,1
481,282,2021,10.0,0.8357836008071899,10.0,41,1
481,39,2021,10.0,0.8087247610092163,10.0,41,1
482,1495,2021,42.0,0.8004747629165649,42.0,41,1
483,2090,2021,43.0,0.8445497751235962,43.0,41,1
486,248,2021,33.0,0.804967999458313,33.0,41,1
499,1194,2021,44.0,0.8035178184509277,44.0,41,1
500,3404,2021,0.0,0.8147183656692505,PAHs,41,1
500,4084,2021,0.0,0.808804988861084,PAHs,41,1
502,3698,2021,0.0,0.8211434483528137,PAHs,41,1
502,1157,2021,0.0,0.8133125305175781,PAHs,41,1
502,1313,2021,0.0,0.8095238208770752,PAHs,41,1
502,2487,2021,0.0,0.8078888654708862,PAHs,41,1
502,3799,2021,0.0,0.8025191426277161,PAHs,41,1
506,1736,2021,0.0,0.8686901926994324,PAHs,41,1
506,478,2021,0.0,0.8581002354621887,PAHs,41,1
506,1586,2021,0.0,0.8527854084968567,PAHs,41,1
506,2177,2021,0.0,0.8410172462463379,PAHs,41,1
506,1054,2021,0.0,0.8402652740478516,PAHs,41,1
506,1158,2021,0.0,0.8385756611824036,PAHs,41,1
506,3756,2021,0.0,0.8365895748138428,PAHs,41,1
506,3196,2021,0.0,0.8361802101135254,PAHs,41,1
506,3206,2021,0.0,0.8247682452201843,PAHs,41,1
506,226,2021,0.0,0.8239119648933411,PAHs,41,1
506,3615,2021,0.0,0.8233296871185303,PAHs,41,1
506,2570,2021,0.0,0.8226138353347778,PAHs,41,1
506,2029,2021,0.0,0.8193212151527405,PAHs,41,1
506,666,2021,0.0,0.8162206411361694,PAHs,41,1
506,1109,2021,0.0,0.8154962062835693,PAHs,41,1
506,267,2021,0.0,0.8139081001281738,PAHs,41,1
506,941,2021,0.0,0.813770055770874,PAHs,41,1
506,2751,2021,0.0,0.8114141225814819,PAHs,41,1
506,2063,2021,0.0,0.8111366629600525,PAHs,41,1
506,3152,2021,0.0,0.8090770244598389,PAHs,41,1
506,2393,2021,0.0,0.8060998916625977,PAHs,41,1
506,3512,2021,0.0,0.8058363199234009,PAHs,41,1
506,2121,2021,0.0,0.805597186088562,PAHs,41,1
506,1748,2021,0.0,0.8054676055908203,PAHs,41,1
506,1450,2021,0.0,0.8053356409072876,PAHs,41,1
506,2837,2021,0.0,0.8030189871788025,PAHs,41,1
506,1972,2021,0.0,0.801058292388916,PAHs,41,1
508,2302,2021,3.0,0.8506332635879517,"Context, tools, modelling, and indicators for IS",41,1
508,959,2021,3.0,0.8492448329925537,"Context, tools, modelling, and indicators for IS",41,1
508,893,2021,3.0,0.8380664587020874,"Context, tools, modelling, and indicators for IS",41,1
508,900,2021,3.0,0.8236197233200073,"Context, tools, modelling, and indicators for IS",41,1
508,3753,2021,3.0,0.8211977481842041,"Context, tools, modelling, and indicators for IS",41,1
508,1926,2021,3.0,0.8190839290618896,"Context, tools, modelling, and indicators for IS",41,1
508,2339,2021,3.0,0.8190327882766724,"Context, tools, modelling, and indicators for IS",41,1
508,1619,2021,3.0,0.8062112331390381,"Context, tools, modelling, and indicators for IS",41,1
508,2160,2021,3.0,0.8011548519134521,"Context, tools, modelling, and indicators for IS",41,1
510,111,2021,5.0,0.8827784657478333,Air pollution: Particulate matter (PM2.5),41,1
510,1169,2021,5.0,0.8675966262817383,Air pollution: Particulate matter (PM2.5),41,1
510,2644,2021,5.0,0.8139766454696655,Air pollution: Particulate matter (PM2.5),41,1
510,1942,2021,5.0,0.8138178586959839,Air pollution: Particulate matter (PM2.5),41,1
510,2345,2021,5.0,0.8077916502952576,Air pollution: Particulate matter (PM2.5),41,1
528,890,2021,97.0,0.8771229982376099,"PCDD/Fs, dl-PCBs",41,1
528,2337,2021,97.0,0.8111038208007812,"PCDD/Fs, dl-PCBs",41,1
535,1013,2021,45.0,0.8681347370147705,45.0,41,1
541,3531,2021,12.0,0.8259066343307495,Chinese EIPs,41,1
541,2298,2021,12.0,0.8227832317352295,Chinese EIPs,41,1
541,3453,2021,12.0,0.8135073184967041,Chinese EIPs,41,1
541,2540,2021,12.0,0.812066912651062,Chinese EIPs,41,1
541,2395,2021,12.0,0.8115375638008118,Chinese EIPs,41,1
541,2188,2021,12.0,0.8102906942367554,Chinese EIPs,41,1
541,146,2021,12.0,0.8079530000686646,Chinese EIPs,41,1
543,3590,2021,46.0,0.8462257385253906,46.0,41,1
545,375,2021,9.0,0.8357102870941162,9.0,41,1
546,3245,2021,3.0,0.8030779361724854,"Context, tools, modelling, and indicators for IS",41,1
546,1007,2021,3.0,0.8002656102180481,"Context, tools, modelling, and indicators for IS",41,1
550,1143,2021,47.0,0.8671799898147583,Carbon-Hydrogen-Oxygen Symbiosis Networks,41,1
550,690,2021,47.0,0.8461927771568298,Carbon-Hydrogen-Oxygen Symbiosis Networks,41,1
550,932,2021,47.0,0.8267680406570435,Carbon-Hydrogen-Oxygen Symbiosis Networks,41,1
550,1207,2021,47.0,0.8182315230369568,Carbon-Hydrogen-Oxygen Symbiosis Networks,41,1
550,1171,2021,47.0,0.8151485323905945,Carbon-Hydrogen-Oxygen Symbiosis Networks,41,1
550,1778,2021,47.0,0.8118636608123779,Carbon-Hydrogen-Oxygen Symbiosis Networks,41,1
550,2334,2021,47.0,0.8037662506103516,Carbon-Hydrogen-Oxygen Symbiosis Networks,41,1
553,750,2021,20.0,0.8120667934417725,Heavy metals,41,1
553,2243,2021,20.0,0.8030373454093933,Heavy metals,41,1
553,3171,2021,20.0,0.8007937669754028,Heavy metals,41,1
555,971,2021,48.0,0.8542264699935913,48.0,41,1
555,899,2021,48.0,0.8070873618125916,48.0,41,1
569,1618,2021,49.0,0.8262606263160706,49.0,41,1
584,3027,2021,50.0,0.8333951830863953,50.0,41,1
586,703,2021,13.0,0.8290705680847168,"Modelling, environmental impact assessment (LCA) of EIPs",41,1
586,3619,2021,13.0,0.8148900866508484,"Modelling, environmental impact assessment (LCA) of EIPs",41,1
586,1542,2021,13.0,0.8056278228759766,"Modelling, environmental impact assessment (LCA) of EIPs",41,1
595,2783,2021,20.0,0.8218682408332825,Heavy metals,41,1
595,338,2021,20.0,0.8076335191726685,Heavy metals,41,1
596,958,2021,3.0,0.8402537703514099,"Context, tools, modelling, and indicators for IS",41,1
596,805,2021,3.0,0.8316339254379272,"Context, tools, modelling, and indicators for IS",41,1
596,1138,2021,3.0,0.818429172039032,"Context, tools, modelling, and indicators for IS",41,1
596,1370,2021,3.0,0.8174858093261719,"Context, tools, modelling, and indicators for IS",41,1
596,1619,2021,3.0,0.813233494758606,"Context, tools, modelling, and indicators for IS",41,1
596,807,2021,3.0,0.8104853630065918,"Context, tools, modelling, and indicators for IS",41,1
596,2160,2021,3.0,0.8040036559104919,"Context, tools, modelling, and indicators for IS",41,1
600,1919,2021,51.0,0.8118064999580383,51.0,41,1
600,3577,2021,51.0,0.8060890436172485,51.0,41,1
607,833,2021,3.0,0.8522697687149048,"Context, tools, modelling, and indicators for IS",41,1
609,1480,2021,12.0,0.8072091341018677,Chinese EIPs,41,1
609,2298,2021,12.0,0.8028709888458252,Chinese EIPs,41,1
610,1297,2021,3.0,0.8271276950836182,"Context, tools, modelling, and indicators for IS",41,1
635,81,2021,15.0,0.8025081157684326,15.0,41,1
643,4403,2021,52.0,0.8119727373123169,52.0,41,1
644,956,2021,20.0,0.8353077173233032,Heavy metals,41,1
644,1420,2021,20.0,0.8329179286956787,Heavy metals,41,1
644,661,2021,20.0,0.8299931883811951,Heavy metals,41,1
644,2307,2021,20.0,0.8286960124969482,Heavy metals,41,1
644,2243,2021,20.0,0.827289342880249,Heavy metals,41,1
644,884,2021,20.0,0.8196104764938354,Heavy metals,41,1
644,2762,2021,20.0,0.8153907060623169,Heavy metals,41,1
644,2022,2021,20.0,0.8118992447853088,Heavy metals,41,1
644,1200,2021,20.0,0.8110415935516357,Heavy metals,41,1
644,3470,2021,20.0,0.8048214316368103,Heavy metals,41,1
644,846,2021,20.0,0.8033022880554199,Heavy metals,41,1
644,1320,2021,20.0,0.8011254072189331,Heavy metals,41,1
644,1739,2021,20.0,0.8000364303588867,Heavy metals,41,1
646,727,2021,28.0,0.8236247897148132,"PFAAs, PFCs, PFBA, PFOA",41,1
649,1425,2021,53.0,0.8074495792388916,PBDEs and BFRs,41,1
649,747,2021,53.0,0.801864504814148,PBDEs and BFRs,41,1
658,314,2021,20.0,0.8239109516143799,Heavy metals,41,1
658,956,2021,20.0,0.8091135025024414,Heavy metals,41,1
658,2885,2021,20.0,0.8017558455467224,Heavy metals,41,1
658,1537,2021,20.0,0.8010494709014893,Heavy metals,41,1
661,1420,2021,20.0,0.8412202596664429,Heavy metals,41,1
